Title,Pic,Summary,SID,Product Name,Rating,Scale,Author,Date,URL,Verdict
Dell U2722DE USB-C Monitor Review: The Perfect Display for Laptop Power Users,https://www.reviewgeek.com/p/uploads/2021/06/0bfe77ac.jpg,"When someone asks me for a recommendation on a monitor, I almost instantly answer “Dell.” While it’s not the winner 100% of the time, the company’s range of quality and competitive prices mean that it’s hard to go wrong when you pick one.",89140,Dell U2722DE USB-C Monitor ,8.5,10,Michael Crider,2021-07-03T09:00:00-04:00,https://www.reviewgeek.com/89140/dell-u2722de-usb-c-monitor-review-the-perfect-display-for-laptop-power-users/,"The U2722DE is pretty dang pricey for a 27-inch monitor at nearly $550, even with 1440p resolution. But with all of its extra capabilities, I think it’s worth it: You’d be spending at least as much on this screen and a USB-C hub with all of its ports, and you’d be juggling more pieces and cables anyway."
Dell XPS 13 OLED Review: The Best Looking Laptop You (Probably) Shouldn’t Buy,https://www.reviewgeek.com/p/uploads/2021/07/01c54434.jpg,"Last year Dell released a nearly perfect laptop. The XPS 13 (2020) is sleek, super portable, great to type on, and has wonderful battery life. One of our complaints? No OLED option. I’ve been working on a $1,599 OLED Dell XPS 13 for a couple of months, and it is beautiful. At the cost of battery life.",91382,Dell XPS 13 OLED ,7,10,Josh Hendrickson,2021-08-03T16:50:23-04:00,https://www.reviewgeek.com/91382/dell-xps-13-oled-review-so-beautiful-i-want-to-tear-my-eyes-out/,"At the same time, that five-hour battery life hurts. It’s a brilliantly small laptop that weighs practically nothing. It screams to be unplugged and taken everywhere. But you can’t rely on it on the go. Sure, you could buy a portable battery to top it up, but that defeats some of the point of an ultra-portable laptop."
Google Pixel Buds A-Series Review: Android’s AirPods,https://www.reviewgeek.com/p/uploads/2021/07/b1d6a406-1.jpg,"Google’s Pixel Buds have seen a few iterations, most of which have fallen flat on their faces. Until now, that is. The Pixel Buds A-Series—the newest and most affordable set of Pixel Buds—get a lot right. They’re comfortable, sound good, and come in at just $99.",91418,Google Pixel Buds A-Series ,9,10,Cameron Summerson,2021-07-09T09:00:08-04:00,https://www.reviewgeek.com/91418/google-pixel-buds-a-series-review-androids-airpods/,"The whole time I was working on this review, I thought about my time with the "
all33 BackStrong C1 Chair Review: How a Goofy-Looking Chair Changed My Life,https://www.reviewgeek.com/p/uploads/2021/07/589ca25b-1.jpg,"When I first put eyes on the BackStrong C1 chair from all33, I chuckled to myself and thought, “it looks like a small chair inside of a big chair.” The whole concept seemed silly to me, but I figured I’d give it a shot. And boy, I’m glad I did. At the risk of sounding hyperbolic, this chair changed my life.",92121,all33 BackStrong C1 Chair ,7,10,Cameron Summerson,2021-07-21T14:00:19-04:00,https://www.reviewgeek.com/92121/all33-backstrong-c1-chair-review-how-a-goofy-looking-chair-changed-my-life/,"However, I think $500-600 is more of a fair price given the quality issues. Unfortunately, I haven’t seen it for anywhere close to that price, making it a harder sell. Given how much better it makes me feel, this is probably the most conflicted I’ve ever been about a specific product. On one hand, it’s unquestionably overpriced. But on the other, it’s the most comfortable, supportive chair I’ve ever sat in."
Aukey Aircore Wireless Charger Review: An Alternative to Apple’s Magsafe Charger,https://www.reviewgeek.com/p/uploads/2021/06/4ecbdf9c.jpg,"It’s been a good amount of time since Apple unleashed the iPhone 12 series of phones to the world, and with them, the MagSafe in the iPhone ecosystem. As expected, a slew of third-party MagSafe accessories and chargers have come to market. Today, we’re looking at the 15W Aircore Wireless Charger by Aukey.",87498,Aukey Aircore Wireless Charger ,5,10,Peter Cao,2021-07-07T09:00:00-04:00,https://www.reviewgeek.com/87498/aukey-aircore-wireless-charger-review-an-alternative-to-apples-magsafe-charger/,"How big is the difference in charging speed you might ask? In my experience, the Aircore charged my iPhone 12 mini about 35% in one hour, while the MagSafe charger got me up to nearly 60% in that same one-hour window."
"Sony WF-1000XM4 Earbuds Review: Best Earbuds, Worst Name",https://www.reviewgeek.com/p/uploads/2021/07/d3db89c9.jpg,"When it comes to the best over-ear headphones, the Sony WH-1000XM4 will always be in the conversation. If you want the same quality in an earbud, the WF-1000XM4 is the set for you. These have the best ANC and sound quality of any earbuds on the market today. That quality doesn’t come cheap, but for the right user, it’s so worth it.",90720,Sony WF-1000XM4 Earbuds ,9.5,10,Cameron Summerson,2021-07-05T09:00:00-04:00,https://www.reviewgeek.com/90720/sony-wf-1000xm4-earbuds-review/,"I’m just glad you can turn off all the stuff you don’t like because once you do, these are almost perfect. Stupid touch controls."
Vilo Mesh Wi-Fi System Review: Maybe Too Affordable,https://www.reviewgeek.com/p/uploads/2021/07/87f0d3fe.jpg,"There are so many great mesh Wi-Fi systems on the market. So, what makes this one different? Well, for starters, three Vilo mesh units only cost you $60 and provide up to 4,500 square feet of coverage.",91143,Vilo Mesh Wi-Fi System ,4,10,Sarah Chaney,2021-07-12T09:00:31-04:00,https://www.reviewgeek.com/91143/vilo-mesh-wi-fi-system-review-super-affordable/,"Hearing the highly affordable price tag of $60 for a mesh Wi-Fi system made me excited. My house is two stories and on the larger side at 2,100 square feet. Although I’ve never experienced dead spots in my home, I typically have slower speeds upstairs when I’m away from the main router. And because I don’t have Ethernet running through the walls to any rooms upstairs, I, unfortunately, have to rely on a wireless connection."
Arcade1Up Infinity Game Table Review: (Nearly) Perfect for the Whole Family,https://www.reviewgeek.com/p/uploads/2021/06/97a3bd05.jpg,I have a confession: my family adores board games. So much that we built a dining room table that converts to a board game table. We have dozens (and dozens) of board games. Does that sound like your family? Then you should take a serious look at Arcade1Up’s Infinity Game Table.,89812,Arcade1Up Infinity Game Table ,8,10,Josh Hendrickson,2021-07-19T14:00:35-04:00,https://www.reviewgeek.com/89812/infinity-game-table-review-nearly-perfect-for-the-whole-family/,"I know that sounds like a lot of money, but consider what you get: a 24-inch touch screen tablet built into a functional coffee table. And on top of that, you get immediate access to 32 games, with more arriving soon. It’s large enough for three or four people to sit around comfortably, and it will fit nearly anywhere in your home."
"Govee Lyra Lamp Review: Great for Enthusiasts, Gamers, or Party Animals",https://www.reviewgeek.com/p/uploads/2021/07/fc3ac475.png,"Smart lighting products shouldn’t just hang from your ceiling or stick to your wall. At least, that’s the idea behind Govee’s Lyra floor lamp, an impressive lighting product that can paint a wall with swirling colors or flash to the beat of music for a quick party. While I don’t think that the Lyra is for everyone, it’s an interesting device for smart home enthusiasts, gamers, and party animals.",93130,Govee Lyra Lamp ,8,10,Andrew Heinzman,2021-07-30T14:00:18-04:00,https://www.reviewgeek.com/93130/govee-lyra-lamp-review-great-for-enthusiasts-gamers-or-party-animals/,"Just don’t expect a lot of fancy smart home stuff from the Lyra lamp. I already mentioned that voice control is very limited, but you can’t automatically sync the Lyra with other lighting products (unless you only use the basic modes, but even then, that would be a pain in the neck). For smart home enthusiasts, that puts the Lyra at a serious disadvantage to "
"Vizio V-Series 2.1 Soundbar V21x-J8 (2021 Model) Review: Big Sound, Little Price",https://www.reviewgeek.com/p/uploads/2021/06/6cffdde5.jpg,"My wife has been asking me for months to swap from our (admittedly old school) stereo receiver and big-ass speakers for a soundbar. I had no desire to switch—at least until I heard the newest Vizio V-Series 2.1 home theater soundbar (V21z-J8). For just $150, this thing is pretty unreal. It’ll rattle the walls, y’all.",86688,Vizio V-Series 2.1 Soundbar V21x-J8 (2021 Model) ,9,10,Cameron Summerson,2021-06-15T14:00:33-04:00,https://www.reviewgeek.com/86688/vizio-v-series-2-1-soundbar-v21x-j8-2021-model-review-big-sound-little-price/,But you can expect a 
Wyze Home Security Monitoring Review: You Can’t Say No to $80,https://www.reviewgeek.com/p/uploads/2021/05/2316fcd2.jpg,"A few days ago, my mother-in-law’s neighbors woke up to bad news. Thieves broke into their home while they slept and stole a bunch of their stuff, including both of their cars. When my mother-in-law asked for security system recommendations, I gave her one: Wyze’s Home Monitoring system.",83315,Wyze Home Security Monitoring ,9,10,Josh Hendrickson,2021-06-04T14:00:21-04:00,https://www.reviewgeek.com/83315/wyze-home-security-monitoring-review-you-cant-say-no-to-60/,"Do you want the absolute truth about home security systems? Most people probably don’t need one. Most people don’t get robbed. But that’s a numbers game, and you might be the unlucky person who does get robbed, like my mother-in-law’s neighbors. So it might be tempting to ask, is it worth spending hundreds of dollars plus subscription fees to protect you from an event that might never happen?"
Power Up 4.0 RC Airplane Kit as Reviewed by an 8-Year-Old,https://www.reviewgeek.com/p/uploads/2021/05/c0768fa6.jpg,"The Power Up 4.0 RC Airplane Kit promises to be so easy to fly, anyone can do it. you just attach a paper airplane, and away you go. To test that theory, I had my eight-year-old son fly the plane and write a review for it. Spoiler alert: He loves it.",84047,Power Up 4.0 RC Airplane Kit as Reviewed by an 8-Year-Old,8,10,Josh Hendrickson,2021-06-01T09:00:00-04:00,https://www.reviewgeek.com/84047/power-up-4-0-rc-airplane-kit-as-reviewed-by-an-8-year-old/,"The RC plane lasts about 10 to 15 minutes on a charge, and then you have to plug it in for 30 minutes. I think that is a pretty good amount, and when it died, I thought, “Ok, I was going to stop soon anyway.” "
Lenovo ThinkPad E14 Review: Too Boring and Expensive to Compete,https://www.reviewgeek.com/p/uploads/2021/05/e7e44edc-5.jpg,"I’ve always been a fan of ThinkPad laptop designs. But with more than a dozen different base variations on sale at any given time, some will inevitably be better than others. The ThinkPad E14 falls into the latter category. While its older, more conventional design and some extra expansion options will appeal to some, most buyers will find it less appealing than a comparable T or X series, especially since it costs almost as much as one.",84065,Lenovo ThinkPad E14 ,5,10,Michael Crider,2021-06-17T14:00:21-04:00,https://www.reviewgeek.com/84065/lenovo-thinkpad-t14-review-too-boring-and-expensive-to-compete/,"At this point, it’s worth pointing out that this is one of two major variants of the ThinkPad E14 gen 2. "
